ID,Full Name,Status,Employee Job Title,Birthday,Hire date,Employee Location,Employee Gender
EID2002608055,Emma Brown,active,Full-Time Personal Support Worker,24/12/1970,03/08/2022,"46.27466,-79.44222",Male
EID2002608558,Emma Davis,terminated,Care Coordinator,10/01/1972,04/08/2022,"46.65444,-80.95366",Male
EID2002634657,Khan Miller,terminated,Full-Time Personal Support Worker,11/02/1994,17/08/2022,"46.48378,-80.9396",Female
EID2002652552,Khan Brown,active,Part-Time Personal Support Worker,01/09/1983,17/08/2022,"46.52418,-80.9411",Male
EID2002652650,Khan Davis,terminated,Part-Time Personal Support Worker,22/01/1990,17/08/2022,"46.52265,-80.91475",Male
EID2002677210,Michael Wilson,on hold,Full-Time Personal Support Worker,05/03/1992,31/08/2022,"46.50665,-80.99006",Male
EID2002677540,Emily Brown,terminated,Full-Time Personal Support Worker,22/06/1979,24/08/2022,"46.30372,-79.45424",Female
EID2002678361,Olivia Taylor,terminated,Full-Time Personal Support Worker,12/10/1994,07/09/2022,"46.57552,-81.20325",Female
EID2002695810,Olivia Davis,rejected,,23/10/1982,,,Female
EID2002697203,Emma Wilson,active,Full-Time Personal Support Worker,26/08/1991,31/08/2022,"45.36018,-80.02285",Female
EID2002708030,Marty Johnson,active,Full-Time Personal Support Worker,07/02/1996,07/09/2022,"46.70381,-80.91694",Female
EID2002708037,Olivia Taylor,active,Part-Time Personal Support Worker,10/12/1999,07/09/2022,"46.37678,-82.65399",Male
EID2002708101,Emily Johnson,terminated,Part-Time Care Coordinator,16/09/1971,14/10/2022,"46.497737,-80.997012",Male
EID2002718449,Khan Taylor,terminated,Full-Time Personal Support Worker,16/02/2000,07/09/2022,"46.382,-82.68252",Female
EID2002739343,James Brown,terminated,Part-Time Personal Support Worker,23/01/1996,14/10/2022,"46.63208,-80.84746",Female
EID2002744576,Michael Trump,terminated,Part-Time LTC Personal Support Worker,01/09/1975,28/09/2022,"46.70845,-80.9198",Female
EID2002768359,Khan Miller,active,Full-Time Personal Support Worker,31/12/1973,21/09/2022,"46.4992,-80.93052",Male
EID2002768588,Michael Miller,active,Full-Time Personal Support Worker,04/05/1975,21/09/2022,"46.64688,-81.39569",Female
EID2002769118,Marty Miller,terminated,Part-Time Care Coordinator,06/11/1975,14/10/2022,"46.44008,-81.00782",Male
EID2002846038,Khan Davis,terminated,Part-Time Care Coordinator,07/10/1996,14/10/2022,"46.47666,-81.00752",Male
EID2002846764,Emily Wilson,terminated,Part-Time Care Coordinator,17/01/1991,14/10/2022,"46.569866,-81.264574",Female
EID2002895920,Marty Davis,on hold,Full-Time Personal Support Worker,10/09/1993,26/10/2022,"46.631189,-80.84155",Male
EID2002896222,Emily Wilson,active,Full-Time Personal Support Worker,13/10/2003,26/10/2022,"46.486364,-80.861613",Female
EID2002943347,Marty Wilson,terminated,Part-Time Staffing Personal Support Worker,14/06/1980,09/11/2022,"46.492,-81.01558",Male
EID2002943349,Marty Brown,terminated,Part-Time Personal Support Worker,17/07/2003,09/11/2022,"46.3082,-79.45005",Female
EID2002983242,Olivia Wilson,terminated,Full-Time Personal Support Worker,07/10/1980,23/11/2022,"46.37069,-82.623175",Female
EID2003002480,Emma Wilson,active,Full-Time Personal Support Worker,10/10/1985,30/11/2022,"46.38224,-79.4627",Female
EID2003016852,Emily Miller,terminated,Part-Time Care Coordinator,06/12/1990,06/12/2022,"46.52283,-80.9373",Male
EID2003016896,Emily Wilson,terminated,Part-Time Care Coordinator,07/04/2000,06/12/2022,"46.5031,-80.99657",Male
EID2003017065,Emma Trump,terminated,Part-Time Care Coordinator,05/11/1985,06/12/2022,"46.51005,-81.00224",Female
EID2003017176,Michael Johnson,terminated,Part-Time Care Coordinator,24/11/1978,06/12/2022,"46.52773,-80.94539",Female
EID2003035433,Olivia Johnson,terminated,Part-Time Personal Support Worker,30/11/1998,14/12/2022,"45.355511,-80.041094",Female
EID2003046979,Michael Trump,terminated,Full-Time Personal Support Worker,09/08/2002,19/12/2022,"46.40921,-80.1247",Female
